chain_id,post_id,tweet_id,author_id,text,in_reply_to,author_username
4,20,1629680382655479808,1.270840507845886e+18,"@Francis_Liguori @lonerjunk @LifeNewsHQ @TiwannaRN42 ALL pregnancies cause permanent bodily changes &amp; a risk of death &amp; ALL pregnancies culminate in severe physical trauma almost always involving having the genitals ripped open or stomach it open

I’d rather a fetus die than a woman or girl be forced to go through the above.",1.6296709119170355e+18,KateTDubs
4,21,1629670911917035521,1010353262.0,@KateTDubs @lonerjunk @LifeNewsHQ @TiwannaRN42 You just said it didn’t matter if there was a medical risk or not. So which is it are you justifying abortion based on medical condition or that it should purely be up to whatever a woman wants?,1.629660770987561e+18,Francis_Liguori
4,22,1629660770987560961,1.270840507845886e+18,@Francis_Liguori @lonerjunk @LifeNewsHQ @TiwannaRN42 I’d rather a fetus die than a woman or 10-year-old girl be forced to suffer physical and mental pain and risk her life.,1.6296568660905165e+18,KateTDubs
4,23,1629656866090516480,1010353262.0,"@KateTDubs @lonerjunk @LifeNewsHQ @TiwannaRN42 Abortion is more harmful to the baby than pregnancy is to a mother. The baby is also vulnerable &amp; essentially trapped in the mother with no choice in the matter. Pregnancy is not a disease, but natural to all human life. Everyone is the product of pregnancy.",1.6296451069566075e+18,Francis_Liguori
4,24,1629645106956607489,1.270840507845886e+18,@Francis_Liguori @lonerjunk @LifeNewsHQ @TiwannaRN42 The alternative to allowing that abortion is forcing the mother to maintain a parasite-like attachment to another human being in a process that permanently changes her body and subsequently have her genitals ripped open or stomach cut open against her will. I consider that harm.,1.629642267932889e+18,KateTDubs
4,25,1629642267932889088,1010353262.0,"@KateTDubs @lonerjunk @LifeNewsHQ @TiwannaRN42 If even a medical professional determines it’s not necessary then it is no longer preventing harm to the mother, but just killing a child. That makes no sense if your concern is preventing harm to the mother.",1.629640590412628e+18,Francis_Liguori
4,26,1629640590412627968,1.270840507845886e+18,@Francis_Liguori @lonerjunk @LifeNewsHQ @TiwannaRN42 Yes. I’ve said this multiple times now.,1.6296361989637734e+18,KateTDubs
4,27,1629636198963773440,1010353262.0,"@KateTDubs @lonerjunk @LifeNewsHQ @TiwannaRN42 Let me ask this: restrictions aside, if a quality competent medical professional determined that abortion was not necessary, but a women still wanted one do you think she should be given one?",1.6296334426014024e+18,Francis_Liguori
4,28,1629633442601402368,1.270840507845886e+18,@Francis_Liguori @lonerjunk @LifeNewsHQ @TiwannaRN42 Abortion restriction forces conscious women and girls who can feel pain and conceptualize suffering and experience the physical and mental effects of long-term trauma to suffer and/or die. It’s either fetuses die or born women and girls suffer/die. I prefer the former.,1.6296104731538678e+18,KateTDubs
4,29,1629610473153867777,1010353262.0,@KateTDubs @lonerjunk @LifeNewsHQ @TiwannaRN42 It is still people dying. Abortion without restriction allows that baby girl to be killed even when there is no health risk &amp; majority of abortions have nothing to do w/ mother’s health.  So more girls are killed by abortion than any other cause of death in the US.,1.629607700534526e+18,Francis_Liguori
4,30,1629607700534525954,1.270840507845886e+18,@Francis_Liguori @lonerjunk @LifeNewsHQ @TiwannaRN42 I never said it wasn’t killing a child? I said I care more about born people not dying than about fetuses not dying.,1.6295892469936333e+18,KateTDubs
4,31,1629589246993633281,1010353262.0,"@KateTDubs @lonerjunk @LifeNewsHQ @TiwannaRN42 Yes, but it would be the same girl’s life moments before birth &amp; immediately after. You could still say that you are for abortion while also recognizing that you are killing a child, and in this instance a little girl. In fact that is the most scientifically honest stance.",1.629570160104444e+18,Francis_Liguori
4,32,1629570160104443904,1.270840507845886e+18,@Francis_Liguori @lonerjunk @LifeNewsHQ @TiwannaRN42 The premature baby girl is no longer physically attached to one of her mother’s organs and therefore no longer poses a risk to her health/life.,1.6295540052267008e+18,KateTDubs
4,33,1629554005226700801,1010353262.0,"@KateTDubs @lonerjunk @LifeNewsHQ @TiwannaRN42 I know, that seems unscientific. Physiologically what is the difference between the fetal human life at 24 weeks gestation &amp; a premature baby girl at 24 weeks gestation that has just been born?",1.6295508156388762e+18,Francis_Liguori
4,34,1629550815638876161,1.270840507845886e+18,"@Francis_Liguori @lonerjunk @LifeNewsHQ @TiwannaRN42 As I’ve said many times, I care more about women and (born) girls not dying or suffering than fetuses.",1.6295436918274417e+18,KateTDubs
4,35,1629543691827441664,1010353262.0,@KateTDubs @lonerjunk @LifeNewsHQ @TiwannaRN42 You know that baby girls are aborted too,1.6295395178616054e+18,Francis_Liguori
4,36,1629539517861605377,1.270840507845886e+18,"@Francis_Liguori @lonerjunk @LifeNewsHQ @TiwannaRN42 Yes, as I have said, a woman or girl should be able to get an abortion for any reason whatsoever. 

It could be 1% and I'd still be saying the same thing. Not a single woman or girl should die or suffer due to lack of abortion access. If abortion were banned, that would happen.",1.6295177417272852e+18,KateTDubs
4,37,1629517741727285249,1010353262.0,"@KateTDubs @lonerjunk @LifeNewsHQ @TiwannaRN42 I get you think that, but &lt;5% of abortions are even related to health let alone high-risk. Most have to do with finance/lifestyle.  So of almost 960,000 abortions per year 912,000 unborn are killed for non-maternal health reasons. Do you think that is good?",1.6293504963089736e+18,Francis_Liguori
4,38,1629350496308973571,1.270840507845886e+18,"@Francis_Liguori @lonerjunk @LifeNewsHQ @TiwannaRN42 I’m not talking about every pregnancy, I’m talking about high-risk pregnancies that can kill or permanently maim women &amp; girls. THOSE pregnancies are at risk of killing people if there are abortion restrictions (yes, even if there are legal exceptions for medical emergencies).",1.6293442639507005e+18,KateTDubs
4,39,1629344263950700544,1010353262.0,"@KateTDubs @lonerjunk @LifeNewsHQ @TiwannaRN42 Yes every pregnancy has some risk just like any part of life, but killing others to reduce risk is immoral

It would be more productive to advance medicine than promote abortion. After all even with abortion the US is worse than other western countries that have more restrictions",1.6292055797167677e+18,Francis_Liguori
4,40,1629205579716767744,1.270840507845886e+18,"@Francis_Liguori @lonerjunk @LifeNewsHQ @TiwannaRN42 Yes, I have been advocating for that this whole time. Any type of restriction on abortion increases maternal mortality and injury.

Abortion bans put healthy women and girls at risk of suffering and/or dying.

I care more about women and girls not suffering/dying than fetuses.",1.6292015471449661e+18,KateTDubs
4,41,1629201547144966144,1010353262.0,@KateTDubs @lonerjunk @LifeNewsHQ @TiwannaRN42 Well that is a different point than being concerned with maternal mortality. You seem to be advocating for abortion on demand &amp; with no restriction. This puts many viable &amp; healthy unborn children at risk of being killed.,1.6291875870585692e+18,Francis_Liguori
4,42,1629187587058569218,1.270840507845886e+18,@Francis_Liguori @lonerjunk @LifeNewsHQ @TiwannaRN42 Nope. A woman should be able to get an abortion for any reason and she alone should decide whether she does or not. There should be no legal limits on abortion.,1.629126234193154e+18,KateTDubs
4,43,1629126234193154049,1010353262.0,@KateTDubs @lonerjunk @LifeNewsHQ @TiwannaRN42 A big issue is that many abortions are performed when the life of the mother is not at risk. And other times I suspect that abortions are performed when there are still other alternatives because it is the “easiest” solution. Do you think this is a problem?,1.6289727738078863e+18,Francis_Liguori
4,44,1628972773807886337,1.270840507845886e+18,"@Francis_Liguori @lonerjunk @LifeNewsHQ @TiwannaRN42 No there literally aren’t. If it were possible to remove an unviable fetus and let it develop outside the uterus in an artificial womb, I’d support that. But that doesn’t exist and abortion is currently the only treatment possible for many circumstances.",1.6289573655288504e+18,KateTDubs
4,45,1628957365528850432,1010353262.0,@KateTDubs @lonerjunk @LifeNewsHQ @TiwannaRN42 As I pointed out there are alternative procedures that do not require the child to be targeted. If there are feasible safe and effective alternates to abortion don’t you think they should be preferred?,1.6289297864952463e+18,Francis_Liguori
4,46,1628929786495246336,1.270840507845886e+18,"@Francis_Liguori @lonerjunk @LifeNewsHQ @TiwannaRN42 Yes, there are abortion restrictions/bans in place and they should not be in place. Nor should any more be put in place. No amount of discussion will change the fact that abortion bans kill pregnant people and/or force them to suffer.",1.628923744369492e+18,KateTDubs
4,47,1628923744369491968,1010353262.0,"@KateTDubs @lonerjunk @LifeNewsHQ @TiwannaRN42 That is the problem, whether you like it or not there are already abortion restrictions/bans in places. But the lack of nuanced discussion actually limits some care because they are wrongly called abortions. It would be better to find common ground where possible to save lives.",1.628850088792707e+18,Francis_Liguori
4,48,1628850088792707073,1.270840507845886e+18,"@Francis_Liguori @lonerjunk @LifeNewsHQ @TiwannaRN42 Call it whatever you want if it makes you feel better, it's still medically an abortion. 

As mentioned, abortion ban exceptions don't work in practice. Because of that, abortion bans kill pregnant people and/or force them to suffer.

https://www.nytimes.com/interactive/2023/01/21/us/abortion-ban-exceptions.html",1.6287906289298964e+18,KateTDubs
4,49,1628790628929896448,1010353262.0,"@KateTDubs @lonerjunk @LifeNewsHQ @TiwannaRN42 There should be a distinction between directly killing &amp; indirectly causing death  AKA “indirect abortion”.  As mentioned, removal of the unborn even when not viable should be legally permitted under certain circumstance when there is no other option https://www.ewtn.com/catholicism/library/indirect-abortion-12081",1.6286394846183588e+18,Francis_Liguori
4,50,1628639484618358787,1.270840507845886e+18,"@Francis_Liguori @lonerjunk @LifeNewsHQ @TiwannaRN42 …infection from early water breakage, premature abruption of the amniotic sac, chorioamnionitis, antepartum sepsis, intrauterine infection, to name a few. BTW, any “preterm delivery” before 20 weeks is medically considered an abortion. https://twitter.com/KateTDubs/status/1628639484618358787/photo/1",1.628639338534957e+18,KateTDubs
4,51,1628639338534957056,1.270840507845886e+18,"@Francis_Liguori @lonerjunk @LifeNewsHQ @TiwannaRN42 Other conditions where abortion may be the only option to save the mother’s life include placental abruption, bleeding from placenta previa, preeclampsia or eclampsia, cardiac or renal conditions that are exacerbated by pregnancy, pulmonary hypertension, kidney failure, cancer…",1.6286392186030162e+18,KateTDubs
4,52,1628639218603016192,1.270840507845886e+18,@Francis_Liguori @lonerjunk @LifeNewsHQ @TiwannaRN42 That is absolutely not true of tubal ectopic pregnancies that implant outside the uterine cavity (which is 90% of cases). There is no way for a fetus to develop outside of the uterus. There is no way to save the fetus during that kind of ectopic pregnancy. https://twitter.com/KateTDubs/status/1628639218603016192/photo/1,1.628580134717653e+18,KateTDubs
4,53,1628580134717652993,1010353262.0,"@KateTDubs @lonerjunk @LifeNewsHQ @TiwannaRN42 I am curious, can you name a couple life threatening complication that can only be treated by abortion, rather than early delivery? (Don’t say ectopic pregnancy as there are already non-abortion treatments).",1.628574283541934e+18,Francis_Liguori
4,54,1628574283541934080,1.270840507845886e+18,@Francis_Liguori @lonerjunk @LifeNewsHQ @TiwannaRN42 Banning abortion would only make the maternal mortality rate even higher.,1.6285630819987825e+18,KateTDubs
4,55,1628563081998782464,1010353262.0,"@KateTDubs @lonerjunk @LifeNewsHQ @TiwannaRN42 My point is that abortion was already available in the US meaning these are people that decided to keep the child, but prenatal &amp; post birth care is worse than other countries resulting in higher mortality rates. It is the quality of US maternal care that is the biggest problem.",1.6285569675675566e+18,Francis_Liguori
4,56,1628556967567556608,1.270840507845886e+18,"@Francis_Liguori @lonerjunk @LifeNewsHQ @TiwannaRN42 Just bc someone dies after birth doesn't mean abortion couldn't have had an impact. If someone w a life-threatening pregnancy is denied an abortion, she's forced to carry to term which could kill her before, during, or after birth. It's still a result of being denied an abortion.",1.628535480081068e+18,KateTDubs
4,57,1628535480081068034,1010353262.0,"@KateTDubs @lonerjunk @LifeNewsHQ @TiwannaRN42 Ireland has a dual healthcare sys. But, you are correct that the difference is primarily due to prenatal care in general (regardless of the gov sys). In fact, 57% of US maternal mortality occurs between birth &amp; 6 wks (when abortion would no longer impact)

https://www.commonwealthfund.org/publications/issue-briefs/2020/nov/maternal-mortality-maternity-care-us-compared-10-countries",1.628525189666603e+18,Francis_Liguori
4,58,1628525189666603009,1.270840507845886e+18,@Francis_Liguori @lonerjunk @LifeNewsHQ @TiwannaRN42 Because the U.S. has typically had a higher maternal mortality rate than other developed countries. The current U.S. maternal mortality rate is 3x higher than most other high-income countries. This is due to several factors (lack of universal healthcare being one of them).,1.6284657347446784e+18,KateTDubs
4,59,1628465734744678400,1010353262.0,"@KateTDubs @lonerjunk @LifeNewsHQ @TiwannaRN42 If that is the case how do you explain that Ireland had a lower mortality rate than the US during the same periods when it was banned there? e.g. in 2016, Ireland at 6.2 vs US at 21.8

https://www.cso.ie/en/releasesandpublications/ep/p-sdg3/irelandsunsdgs2019-reportonindicatorsforgoal3goodhealthandwell-being/childbirth/

https://usafacts.org/articles/the-us-maternal-mortality-rate-peaked-during-the-pandemic-and-was-highest-for-black-women/?utm_source=google&utm_medium=cpc&utm_campaign=ND-HealthSafety&gclid=EAIaIQobChMIsv34xeKp_QIVBQetBh2_-ArOEAAYASAAEgJ0jfD_BwE",1.6284566301102694e+18,Francis_Liguori
4,60,1628456630110269440,1.270840507845886e+18,@Francis_Liguori @lonerjunk @LifeNewsHQ @TiwannaRN42 And this is just one example. Women die all the time due to abortion bans. Abortion bans kill pregnant people.,1.628456390187688e+18,KateTDubs
4,61,1628456390187687937,1.270840507845886e+18,"@Francis_Liguori @lonerjunk @LifeNewsHQ @TiwannaRN42 Nope, that wasn’t the case at all. Her water broke and she began miscarrying at 17 weeks and there was no possible way to save the baby. But since it still had a heartbeat at the time, doctors refused to do anything. Savita suffered horrifically until she finally died of sepsis.",1.6284535459588424e+18,KateTDubs
4,62,1628453545958842368,1010353262.0,"@KateTDubs @lonerjunk @LifeNewsHQ @TiwannaRN42 There should be a distinction between abortion that intends to kill the unborn &amp; treatment where death is a side effect. I her case may have been better to deliver early &amp; do what was possible to treat the baby, since it was already likely the baby was no long safe in the womb",1.628446732899205e+18,Francis_Liguori
4,63,1628446732899205120,1.270840507845886e+18,"@Francis_Liguori @lonerjunk @LifeNewsHQ @TiwannaRN42 And in countries w/ abortion bans, women die all the time due to being denied abortions (or being accused of aborting when they miscarry). Look at the horrific death of Savita Halappanavar, which happened even though Irish law permitted abortions for life-threatening situations.",1.6284447802158203e+18,KateTDubs
4,64,1628444780215820289,1.270840507845886e+18,@Francis_Liguori @lonerjunk @LifeNewsHQ @TiwannaRN42 Except there is direct causation between abortion restriction and death. When abortion bans are in place women are denied life-saving procedures. There have already been multiple cases of women being refused abortions for dangerous pregnancies/miscarriages/fetal abnormalities.,1.6284365636204012e+18,KateTDubs
4,65,1628436563620401152,1010353262.0,@KateTDubs @lonerjunk @LifeNewsHQ @TiwannaRN42 This confuses correlation &amp; causation. It shows there are worse outcomes in areas with less doctors &amp; many rural or blue collar/working class areas (e.g. poorer) have less medical support. This points to inequality in general medical access not abortion access as the problem.,1.62830131873672e+18,Francis_Liguori
4,66,1628301318736719872,1.270840507845886e+18,"@Francis_Liguori @lonerjunk @LifeNewsHQ @TiwannaRN42 And abortion bans increase maternal mortality rates. In 2020 the maternal mortality rates were up to 62% higher in states with abortion restriction than those without. 

https://www.commonwealthfund.org/publications/issue-briefs/2022/dec/us-maternal-health-divide-limited-services-worse-outcomes",1.6282985517082255e+18,KateTDubs
4,67,1628298551708225536,1.270840507845886e+18,@Francis_Liguori @lonerjunk @LifeNewsHQ @TiwannaRN42 Because “exceptions” for life-threatening situations don’t actually work in practice. Women will be denied life-saving abortions and die. It’s already happening.,1.6277420727018455e+18,KateTDubs
4,68,1627742072701845505,1010353262.0,@KateTDubs @lonerjunk @LifeNewsHQ @TiwannaRN42 How would people die if the condition in question is not life threatening?,1.62774086215023e+18,Francis_Liguori
4,69,1627740862150230016,1.270840507845886e+18,@Francis_Liguori @lonerjunk @LifeNewsHQ @TiwannaRN42 Nope! Because that’s still an abortion ban. Any type of abortion ban will kill thousands of pregnant people.,1.6277166798527898e+18,KateTDubs
4,70,1627716679852789760,1010353262.0,"@KateTDubs @lonerjunk @LifeNewsHQ @TiwannaRN42 Would you be fine restricting abortion to only those condition which are life threatening &amp; if there was no way to also save the unborn (e.g. early delivery, alternate treatment, etc.)?",1.627536519660716e+18,Francis_Liguori
4,71,1627536519660716035,1.270840507845886e+18,"@Francis_Liguori @lonerjunk @LifeNewsHQ @TiwannaRN42 In one individual case, yes. But as a whole, if abortion bans are implemented, thousands of pregnant people will die because of it. I’d rather thousands of fetuses die than thousands of women and girls.",1.6273180749648445e+18,KateTDubs
4,72,1627318074964844544,1010353262.0,@KateTDubs @lonerjunk @LifeNewsHQ @TiwannaRN42 Would you say that is important to try and save both the mother &amp; to maximum extent the unborn?,1.627204062407168e+18,Francis_Liguori
4,73,1627204062407168001,1.270840507845886e+18,@Francis_Liguori @lonerjunk @LifeNewsHQ @TiwannaRN42 Abortion bans kill pregnant people. I care more about pregnant people not dying than fetuses.,1.6271587014917652e+18,KateTDubs
4,74,1627158701491765249,1010353262.0,@KateTDubs @lonerjunk @LifeNewsHQ @TiwannaRN42 As human life the mother and the unborn both have equal value. And both have a right to not be harmed.,1.6271203298303263e+18,Francis_Liguori
4,75,1627120329830326273,1.270840507845886e+18,@Francis_Liguori @lonerjunk @LifeNewsHQ @TiwannaRN42 No one is saying the new life is meaningless. But it doesn’t have more rights or more importance than its mother. Banning abortion values fetuses above the people capable of carrying them.,1.627058121389777e+18,KateTDubs
4,76,1627058121389776904,1010353262.0,"@KateTDubs @lonerjunk @LifeNewsHQ @TiwannaRN42 The living human is also there against its will. It was forced into that situation &amp; is trapped in the woman until it can survive on its own. It is true that the cause of the pregnancy was a violation of a women’s right, but that doesn’t mean the new life is meaningless.",1.6270549968723886e+18,Francis_Liguori
4,77,1627054996872388609,1.270840507845886e+18,"@Francis_Liguori @lonerjunk @LifeNewsHQ @TiwannaRN42 No. The person who was raped is a victim. The fetus is not. The fetus attached itself to the teen’s organ against her will for its own survival. No human being has the right to do that to another human being, born or unborn.",1.627050457238741e+18,KateTDubs
4,78,1627050457238740993,1010353262.0,@KateTDubs @lonerjunk @LifeNewsHQ @TiwannaRN42 That being is also a victim in rape &amp; was also given no choice. Children deserve to be brought into the world thru love &amp; not violence. Killing that life which has already begun only adds to the tragedy. We should aim to support both victims.,1.627013595715494e+18,Francis_Liguori
4,79,1627013595715493889,1.270840507845886e+18,"@Francis_Liguori @lonerjunk @LifeNewsHQ @TiwannaRN42 Options for teen victim of rape:
1. Terminate the being that is using the teen’s body against her will.
2. Teen has her genitals ripped open or stomach cut open during a medical event involving severe physical trauma &amp; risk of death.

How about we don’t force option 2 on anyone?",1.6262675849233736e+18,KateTDubs
4,80,1626267584923373571,1010353262.0,"@lonerjunk @LifeNewsHQ @TiwannaRN42 You ever hear of a situation where you must pick the lesser of two evils? 
Options for teen victim of rape:
1. Kill an innocent life &amp; end pregnancy 
2. Teen pregnancy continues to birth

Seems like option 1 creates another innocent victim &amp; does not change that a rape occurred",1.626187083856466e+18,Francis_Liguori
4,81,1626187083856465923,1.597088214795305e+18,@LifeNewsHQ @TiwannaRN42 Can't wait for the era of forced births and making teen girls carry their uncle's baby!,1.6259916020269957e+18,lonerjunk
4,82,1625991602026995718,50434933.0,"BREAKING: South Carolina House Passes Bill Banning Abortions, Affirming Life Begins at Conception https://www.lifenews.com/2023/02/15/south-carolina-house-passes-bill-banning-abortions-affirming-life-begins-at-conception/ https://twitter.com/LifeNewsHQ/status/1625991602026995718/photo/1",,LifeNewsHQ
86,0,1629610969394737153,1.3399893701037097e+18,"@ConservativeGG3 @kreativeone6 Even if we allowed your delusion of personhood, it would not change the fact that I have the right to an abortion as a matter of bodily autonomy at any time for any reason.",1.6296103663376998e+18,LilithUntamed
86,1,1629610366337699840,1.3399893701037097e+18,"@ConservativeGG3 @kreativeone6 Again, I am only allowing personhood for the sake of argument by pointing out that you’re still wrong, even if you were right",1.6296100094902764e+18,LilithUntamed
87,0,1629138715019821056,1.043633728113836e+18,"@hobeanyo There is a mountain of unintended consequences with fetal personhood!  It's crazy and has no scientific foundation, and in the States where Republicans force this absurd idea into law the courts are going to be tied in knots for decades.",1.629104001424806e+18,Jane57Lisa
